city,feature,num_months,monthly_seasonal_amplitude_mean,monthly_seasonal_amplitude_std,monthly_seasonal_amplitude_variance,monthly_seasonal_amplitude_range,monthly_seasonal_amplitude_cv
Dakar,air_quality_PM10,25,157.99524224677938,87.96177077922518,7737.273118616951,290.4101890938775,0.5567368328840814
Dakar,air_quality_Carbon_Monoxide,25,61.899392518769965,39.34724248504245,1548.2054911767298,128.30521506078713,0.63566443682159
Dakar,visibility_km,25,1.856100893139808,2.68558963205738,7.2123916718140935,8.012937187858665,1.4468985182774179
Dakar,uv_index,25,1.0482188042237879,0.8673023103476913,0.7522132975344431,2.7668768022362764,0.8274057924289325
Kyiv,temperature_celsius,25,8.548621349232285,2.021427521571201,4.086169224965488,6.209567175772808,0.23646240007492397
Kyiv,humidity,25,23.74432319024642,8.424926055925646,70.97937904781486,39.128919079597694,0.35481853866386037
Kyiv,pressure_mb,25,15.363034491049564,5.774551791937386,33.34544839776727,18.92102479054416,0.3758731255405053
Kyiv,precip_mm,25,0.2164229280690549,0.44519329630015464,0.19819707107059728,1.8792415783295773,2.05705236627288
Kyiv,wind_kph,25,13.83642893132725,3.4157482095046587,11.667335830734281,14.187304981686928,0.24686631402203904
Kyiv,air_quality_PM2.5,25,14.200407612372917,9.187699258786065,84.413817669898,30.2728459853649,0.6470025022930156
Kyiv,air_quality_PM10,25,20.651206496603375,10.664977220596208,113.74173911583603,36.461838883246955,0.5164336147793757
Kyiv,air_quality_Carbon_Monoxide,25,121.9674684028851,68.70201294342243,4719.966582478183,218.64721199837044,0.5632814540061185
Kyiv,visibility_km,25,4.310867050764338,7.65727633841882,58.63388092290872,27.223072713195503,1.7762729047886427
Kyiv,uv_index,25,1.5172411368752696,0.9159420115706733,0.8389497685601316,3.5222304364072783,0.6036891495422008
Accra,temperature_celsius,25,2.489309029571079,1.0986267831508683,1.2069808086564249,3.620845233552142,0.4413380460601822
Accra,humidity,25,11.705735287860193,3.2222202114221545,10.382703090897435,14.592076884863356,0.27526850148096726
Accra,pressure_mb,25,2.5132148704856747,0.5911654998394326,0.3494766482004062,2.3177614345975424,0.23522282427255845
Accra,precip_mm,25,0.15035165424735772,0.1472096347373435,0.021670676559502087,0.5428338975244044,0.9791021952785103
Accra,wind_kph,25,8.462847036835555,3.756546194854359,14.111639314074763,17.15037242230347,0.443886812381642
Accra,air_quality_PM2.5,25,10.471675590535854,5.076894662863095,25.774859417807786,17.373765076984782,0.48482161416951436
Accra,air_quality_PM10,25,23.51364104939305,21.314737452107703,454.31803265228285,76.63004640329447,0.9064839174559863
Accra,air_quality_Carbon_Monoxide,25,106.64280141019019,49.69697763596841,2469.789586149944,203.42987856397687,0.46601342968114906
