city_index,country,location_name,MAE,RMSE,SMAPE_%,R2
0,Afghanistan,Kabul,10.672572032378348,12.708573194962883,182.77596869623216,-3.1671659106890155
1,Thailand,Nan,6.613782719714748,7.472007420901419,22.271556563233023,-3.365198975606403
2,Vatican City,Vatican City,3.9936230621960442,5.035852568906311,51.36531207589721,-1.107078706852259
3,Japan,Tokyo,3.805309566546113,4.895158049197215,29.55821759596095,0.0390451730369028
4,Jordan,Amman,7.943441598211262,8.696515142234945,113.30312242985138,-6.442919736863276
5,Iraq,Baghdad,12.648431889467325,13.607873324040717,131.9666743644568,-7.29964865470447
6,Burundi,Bujumbura,3.8779010210148304,4.16709384435456,18.580192567380525,-8.22810408566312
7,Ukraine,Kyiv,10.068944352355448,11.611741959006803,138.82976345316882,-0.7940244180233191
8,Uzbekistan,Tashkent,16.554110928423537,18.394985124296774,190.09850848938714,-6.01034641189378
9,Malta,Valletta,3.4052683181506933,3.9596502395970035,23.488329468786606,-2.1413078993842145
10,Ghana,Accra,2.573442266403413,2.9626059181878577,10.061684581763979,-5.57584278760246
11,Poland,Warsaw,9.22469664485118,10.520984904474654,139.6370774859546,-1.363057134277251
12,Fiji Islands,Suva,1.7248001616488673,2.2273489622155114,6.225585363746348,-0.522023689752457
13,Equatorial Guinea,Malabo,1.4285859212445084,1.7156460383639898,5.533081113174901,-1.9372847800550588
14,Eritrea,Asmara,3.404070832025435,3.998160595304815,20.870432766769028,-1.8804090748365172
15,Chad,N'djamena,3.55217682431771,4.7334938311374,15.295638698359152,-0.3172041417757334
16,Senegal,Dakar,1.2331252396095158,1.503413071760264,6.246310027662322,-0.3743936704275663
17,Marshall Islands,Majuro,0.9413120308326794,1.2203821413531875,3.3009384698647684,-0.33475344026344156
18,Malawi,Lilongwe,3.498535046587212,4.027181543754527,18.94628981753172,-6.411485787671115
19,Mozambique,Maputo,8.566587273803254,9.15494132083343,40.38489211698494,-16.657708819211177
20,United Arab Emirates,Abu Dhabi,2.674943569299484,3.4389272309316445,11.33342192119639,-0.8327315000228104
21,Vanuatu,Port Vila,1.8762949085872316,2.30529658889648,6.463475382377035,-1.367192599607285
22,Italy,Rome,7.378220044184269,8.283281496383465,138.40655732074362,-4.678410627572752
23,Kenya,Nairobi,3.263468502989482,3.6455546528643783,18.406563434703635,-6.5157701571863
24,Uganda,Kampala,3.551835531909477,3.9397672408430715,17.102669118640637,-2.9477546424128396
25,Bosnia and Herzegovina,Sarajevo,9.686500000944358,10.981561468733801,182.60265931467896,-4.546549454773597
26,Angola,Luanda,1.1517088860459308,1.336911066401501,4.36442200442858,-2.3087757937031967
27,Sri Lanka,Colombo,1.3462007828208473,1.557143663007617,4.4142232601063105,-0.19856469957725142
28,Spain,Madrid,10.311596496638208,10.949995855230258,196.6251483464551,-12.285392669597796
29,Andorra,Andorra La Vella,9.566884430577263,10.21866713418402,127.1047771153595,-6.59190067612772
30,Zambia,Lusaka,4.130267939211299,4.498421778237448,24.163204154713892,-8.824156954520326
31,Switzerland,Bern,13.150028276961217,13.635173162986986,181.02624261705932,-13.3547404354958
32,South Africa,Pretoria,5.7182687230044555,6.7693691383615455,37.70517222273609,-7.322001124035552
33,Hungary,Budapest,10.3599312804119,11.440601186534163,171.0866252857842,-3.150006159322266
34,Rwanda,Kigali,2.5269533871465093,2.9953913427762124,13.325618193652867,-1.7488404905977961
35,Papua New Guinea,Port Moresby,2.5454227949555435,2.9899334810413825,9.146219029228085,-2.731835799203948
36,Oman,Muscat,4.213072370457044,5.13023196196931,16.260266100747074,-1.7793632109969781
37,Niger,Niamey,3.375420099183092,4.2390536568563535,14.272673150939463,-0.4948267878040571
38,Nigeria,Abuja,4.735576072393184,5.0680634526408825,21.106417584671323,-5.643777019727096
39,Namibia,Windhoek,1.9850145003176087,2.388632705863844,10.886170587728426,0.6043955095183582
40,Netherlands,Amsterdam,8.348626274043152,9.061244652752535,192.7010347777045,-5.633265413332252
41,Cyprus,Nicosia,5.965791359946357,6.991422811910806,53.77418399752592,-5.516620776332131
42,Serbia,Belgrade,11.662869937997408,12.518267231690029,184.90670658863158,-6.040607005427553
43,Indonesia,Jakarta,3.306590698862409,4.065791904797654,11.467203911413915,-2.2713103185447814
44,Cape Verde,Praia,2.33759474108152,2.574227135266817,11.014572453311839,-2.941590522512643
45,Solomon Islands,Honiara,2.9677950511435554,3.5809552196744474,9.989457755064885,-1.9525716883345718
46,Slovakia,Bratislava,10.783133347825094,11.821549003594638,175.45433154355788,-5.184302207985687
47,Singapore,Singapore,2.568868430480496,2.880624228766889,8.501009470121621,-1.3571334276108118
