model,group,horizon,forecast_steps,MSE,MAE,RMSE,SMAPE_%,R2
NBEATS_STL30_Trend,train_cities,600_to_620,20,0.6899839398551385,0.6195599533676909,0.830652719164356,16.594127613266288,0.9947712500325094
