model,order,seasonal_order,MAE,RMSE,MAPE_%,SMAPE_%,R2
SARIMAX,"(1, 1, 1)","(1, 0, 0, 30)",3.695763879356023,5.253542747269816,1149097.6537407322,41.16762233917161,0.7685007598915246
