0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
14.328715,14.975382,15.7583685,14.637942,13.285927,12.174731,15.685015,14.816739,14.917398,15.017758,16.983707,17.881027,18.15402,17.725363,17.784685,16.822268,17.401676,18.844576,19.347479,18.86433
19.43898,18.086906,17.623545,18.011024,16.765732,17.223326,19.237188,17.608593,18.493195,18.047495,17.909925,18.806866,18.771881,19.344526,20.202694,19.945272,18.667194,19.354975,19.332111,20.037865
21.884916,20.048033,20.728767,22.641748,20.0481,20.27086,20.823734,20.242434,21.221735,22.42581,22.935759,22.361017,22.148071,21.67969,22.649073,20.128698,20.69554,21.933794,22.48733,22.402405
10.895406,11.798475,10.070427,13.102051,12.775164,10.289444,11.420826,10.304736,9.741444,10.651919,10.594297,10.030879,10.6552725,12.520516,13.139055,12.628318,13.806902,12.40426,13.5002365,15.182613
25.320864,24.622229,25.174286,25.293005,25.278536,25.648624,24.019066,24.900427,24.030043,24.746725,25.379309,25.078527,25.710798,25.32225,24.588266,24.973387,23.59652,22.92919,23.911446,24.811666
31.846977,31.448397,31.894526,31.289865,31.946072,32.31301,32.094166,32.09606,31.396917,31.01978,31.50001,31.895933,31.802261,31.540525,31.361002,30.88842,31.46397,32.056377,32.566284,31.816366
14.325152,14.6448555,12.709747,14.859449,13.475299,12.893002,13.618957,13.866614,15.413749,14.232986,12.65478,13.708307,15.712992,16.098116,14.552699,15.509603,17.089857,17.214582,18.389164,18.091991
5.4951525,5.780271,6.059784,5.802758,6.0827394,7.9246855,6.9179373,6.0701456,6.561819,7.3777833,6.8052893,7.1028185,9.005619,7.838645,7.640836,9.708137,11.163226,13.842152,11.666075,11.439656
17.986807,16.084183,17.968616,18.48341,18.111683,16.530397,16.17078,17.542042,18.296555,17.857862,18.136244,18.114103,17.322521,17.642195,16.481167,16.243982,16.782196,17.121887,18.246342,17.000439
8.806487,8.2092705,8.75535,12.394384,10.451419,10.501851,11.502202,9.632631,8.978045,10.595973,11.406043,10.246848,9.413324,9.497925,9.649277,12.403975,12.570482,13.086449,13.810783,14.093272
16.536808,17.4836,18.289818,18.050726,16.748777,16.705696,16.27018,16.97006,16.917984,15.6135435,17.306934,18.713367,18.100105,17.377193,15.71695,16.434593,17.089659,17.819029,18.276794,15.254374
11.998367,13.515335,13.930362,14.4826355,12.800452,12.879183,15.1397295,14.595592,13.190698,13.404596,12.263201,11.708071,12.443616,13.283906,13.912388,14.425438,15.272052,16.547497,14.588168,14.77774
17.858603,17.008158,17.132158,18.643776,19.313194,18.307274,17.506702,18.40913,20.509954,17.87206,18.536842,19.660477,18.79719,19.936207,19.384125,19.131567,19.699696,18.613558,20.596256,20.298527
24.684454,26.899557,27.86947,26.026121,26.746473,26.18698,27.103075,28.236567,27.331842,25.742514,25.874018,23.897755,22.96618,26.364235,27.929203,25.20154,26.607656,27.734156,28.21055,28.05733
29.162125,27.924322,26.937012,28.06939,25.769608,28.003498,27.338478,24.117117,28.031754,26.52724,25.455545,25.6294,27.705273,28.304522,28.583738,27.759468,29.318815,30.026243,30.11738,29.608284
