city_index,country,location_name,MSE,MAE,RMSE,SMAPE_%,R2
0,Afghanistan,Kabul,12.626123196097835,2.410047526359558,3.553325652976073,85.85471850457542,0.2223797254029587
1,Thailand,Nan,2.2533957503579654,1.2587312126159664,1.5011314900294261,4.570244074099998,0.25217719910795877
2,Vatican City,Vatican City,12.725673156775425,2.54552321434021,3.5673061484508763,47.92572703792426,0.06627119576814477
3,Japan,Tokyo,7.985671029682213,2.3486219310760497,2.8258929614693855,23.714905882832337,0.18557398648358014
4,Jordan,Amman,7.272718013223515,1.947256364822388,2.696797733094478,25.688513391589535,0.2924614488687005
5,Iraq,Baghdad,7.886425899031925,1.7578468179702753,2.808278102152977,24.74242525304982,0.3032269382840549
6,Burundi,Bujumbura,1.8181524591483549,1.148036556243897,1.3483888382615583,4.872836230810077,-0.16857232049384074
7,Ukraine,Kyiv,9.925959925192108,2.208320441246033,3.150549146607954,25.77457453385204,0.504951382688335
8,Uzbekistan,Tashkent,14.653098913746579,2.8518204134702683,3.8279366392021927,63.38709182334556,0.5869210230705411
9,Malta,Valletta,2.7778231532567323,1.3347517681121825,1.6666802792547624,10.675700433049178,0.3057654989330322
10,Ghana,Accra,0.21706759676610057,0.3733711433410642,0.4659051370891939,1.4147604035534478,0.2478600250654861
11,Poland,Warsaw,9.892228831052737,2.355736069679261,3.145191382261616,42.05922328007145,0.48076105530025404
12,Fiji Islands,Suva,1.9348118153357792,1.150497932434082,1.3909751310989638,4.206132876418412,0.4474294931890763
13,Equatorial Guinea,Malabo,1.2736511187953725,0.9816949844360352,1.128561526366805,3.859898561550416,0.31936721283864045
14,Eritrea,Asmara,4.397279177819891,1.7397229576110838,2.0969690455082763,9.699534010315073,0.30826673727447473
15,Chad,N'djamena,4.888331502659515,1.6213274955749508,2.2109571462738744,7.81989637256359,0.0246939401329751
16,Senegal,Dakar,6.739299928757108,2.539225788116455,2.5960161649645226,12.585780289888394,-19.20931082916896
17,Marshall Islands,Majuro,0.6552160000805166,0.6656101226806644,0.8094541371075428,2.3247995131352095,0.10318094705650649
18,Malawi,Lilongwe,1.4672176182748815,0.9694404602050783,1.2112875869399808,4.305819072549154,0.3635942188595058
19,Mozambique,Maputo,4.686124634726612,1.7366553878784177,2.1647458591545132,6.8773214036731565,-0.08367868249050159
20,United Arab Emirates,Abu Dhabi,1.408956405780976,0.9381910324096676,1.1869946949253716,4.292281226697815,0.3671238253221295
21,Vanuatu,Port Vila,1.820147609586996,0.9651089668273929,1.349128462966739,3.356765522155168,0.19028977730904573
22,Italy,Rome,15.314450049114257,3.00422963142395,3.913368120828177,53.57653077083826,0.03434305546252592
23,Kenya,Nairobi,0.9132258244574109,0.6580157279968262,0.95562849709362,3.2182229324911606,0.23057896667165634
24,Uganda,Kampala,2.907886581725157,1.3877215766906734,1.7052526445442495,5.692574697258442,-0.452291309498025
25,Bosnia and Herzegovina,Sarajevo,16.87678373570328,2.73402057543397,4.1081362849476255,83.29480318380986,0.26037086078459093
26,Angola,Luanda,0.8268474948223952,0.7581352043151852,0.9093115499224648,2.935400833504475,-0.8909095988162947
27,Sri Lanka,Colombo,0.5228990846566379,0.5158225059509277,0.7231176146773345,1.7464272693565999,0.5501072597649973
28,Spain,Madrid,4.535855845729808,1.745398840904236,2.1297548792595378,60.79357842249432,0.2004308493083653
29,Andorra,Andorra La Vella,9.170105350017533,2.290140694975853,3.0282181807157706,62.59239517601005,0.22167691050723837
30,Zambia,Lusaka,2.733187500205859,1.3519391441345217,1.6532354642354667,6.658117843883309,-0.21395418568087976
31,Switzerland,Bern,4.509046010660137,1.7753430889546873,2.123451438262749,120.26197370942269,0.14330031954246414
32,South Africa,Pretoria,3.1686207089301752,1.3283114624023438,1.7800619958108692,6.509455361806679,0.21787074219099545
33,Hungary,Budapest,17.815889837133078,3.193472002148628,4.220887328173198,99.6709215891055,0.22876521642377134
34,Rwanda,Kigali,3.295172959188524,1.5430306625366212,1.81526112699758,7.412758763351582,0.03989599394291443
35,Papua New Guinea,Port Moresby,2.3932565620080224,1.1853899955749516,1.547015372259766,4.2809441068743155,0.30561812742760386
36,Oman,Muscat,3.4098410279418965,1.2496541023254395,1.8465754866622421,5.43819937542014,0.2685099157048384
37,Niger,Niamey,2.5524128415071234,1.3114025688171385,1.5976272536192926,6.581461862480073,-0.08683841280282967
38,Nigeria,Abuja,3.1652619461902423,1.4151381492614745,1.7791183058442859,6.121375797053625,0.25317211691307373
39,Namibia,Windhoek,6.42837515796356,2.190766525268555,2.5354240588042782,9.174125019495696,-0.03777204538995882
40,Netherlands,Amsterdam,7.4050583486685495,1.75410990357399,2.7212236858936367,66.30280781917843,0.3652049909951931
41,Cyprus,Nicosia,5.154886106737244,1.6873880672454835,2.2704374262985634,14.311344700019916,0.19319702051684362
42,Serbia,Belgrade,16.466727709402885,3.1808523871004586,4.057921599711222,137.53352762834314,0.22854041436582584
43,Indonesia,Jakarta,4.954027509759793,1.4898745727539064,2.2257644776030983,5.394452759777265,-0.10386316757498881
44,Cape Verde,Praia,0.1961416300499255,0.4000248336791989,0.44287879837482114,1.9616346948702104,0.4338938450106773
45,Solomon Islands,Honiara,3.901035673936093,1.4580106544494629,1.9751039653486833,5.125679850207375,0.002445743891961949
46,Slovakia,Bratislava,6.410259040139112,1.982984573841095,2.5318489370693333,85.72729346493823,0.4858579316732712
47,Singapore,Singapore,1.357173644950409,0.8656514358520507,1.1649779589976839,2.8469026583543324,-0.97723433122146
48,Slovenia,Ljubljana,18.145699935915516,2.883202146887779,4.259776981945829,91.66116907615888,0.10657536956464098
49,Germany,Berlin,18.68534674682008,3.7396559882163998,4.322655057579784,109.34387808219807,0.0990411127216756
50,Finland,Helsinki,15.180817183685651,3.4884348821640017,3.8962568169572256,51.08427986967824,-0.11207445543412176
51,Russia,Moscow,30.539683132256425,4.940383548736572,5.526272082720541,43.89607310793622,-0.10882935894933965
52,Madagascar,Antananarivo,1.28774918937264,0.8907522964477538,1.1347903724356494,3.6723195503859065,0.4058210474569953
53,Burkina Faso,Ouagadougou,5.0157354032843635,1.553534755706787,2.2395837567022054,7.93428953954731,-0.9004216700739269
54,Armenia,Yerevan,9.2197235303482,2.6246665227413173,3.0363997645811067,105.37470152404984,0.24226017634431352
55,Tuvalu,Funafuti,0.7547373018410369,0.7234420585632326,0.8687561808937171,2.46946265518849,-0.17766694260352955
56,Yemen,Sanaa,6.524208627684507,2.328600578308106,2.554253046916947,13.870776040390997,-2.7943026956975276
57,Austria,Vienna,4.830450037019988,1.6930087751150134,2.1978284821659737,85.10489369907383,0.5080958016863728
58,Botswana,Gaborone,2.6542348778885065,1.109809226989746,1.6291822727640104,4.991135665794184,0.33575627919078865
59,Bahrain,Manama,2.566125110579648,1.2838385581970218,1.6019129534964276,7.197697411664818,0.21078122680332867
60,Tanzania,Dodoma,1.7228923823967779,0.8724604034423831,1.3125899521163409,3.773930683927114,-0.4315979828386771
61,Turkmenistan,Ashgabat,23.219757573824232,3.442920684814453,4.818688366539616,68.75691284640912,0.38475836678868114
62,Syria,Damascus,9.955168798657414,2.4917483258247377,3.1551812624090894,62.06505012175166,0.28823016489776476
63,Thailand,Bangkok,1.8399121526235547,1.0405449295043947,1.3564336152659866,3.4447181556304676,0.3869973420989501
64,Albania,Tirana,8.203054946416334,2.2635994577407836,2.8640975797651054,55.38763282896074,0.4397002183046429
65,Australia,Canberra,26.275953832041857,4.043898830413818,5.1260075918829715,14.749452882754433,0.37535471356407246
66,Azerbaijan,Baku,13.318301636186607,2.955130314826966,3.6494248363525186,54.31026275295486,-0.7559025872129217
67,Bangladesh,Dhaka,0.660491990486211,0.7015362358093263,0.8127065832674244,2.6324035490881887,0.5649720963025731
68,Belgium,Brussels,9.412105070720019,2.5614209747314454,3.0679154275696745,97.58497186418704,0.3192902913364516
69,Gabon,Libreville,2.3852999465795732,1.2871721649169923,1.5444416293857055,4.964580159922884,-0.09223281853566423
70,Guinea,Conakry,0.8782440540069943,0.7306185531616214,0.9371467622560483,2.882149567348437,0.1986093128871298
71,France,Paris,6.706247011547786,2.155655333995819,2.589642255514801,39.37238794759473,0.10414953291550977
72,Portugal,Lisbon,6.39932963959852,1.9519579124450679,2.5296896330574863,18.73446104814302,0.06669054055967683
73,New Zealand,Wellington,3.27476878980601,1.5508421707153321,1.8096322250131405,8.851202885877168,0.06297970891490856
74,Mongolia,Ulaanbaatar,19.209647563945826,3.183818531036377,4.3828811943681325,15.641233718829648,0.23494590801277138
75,Nepal,Kathmandu,1.8613486534827461,1.032425022125244,1.3643125204595705,6.235087737156751,-0.007986923796569956
76,Indonesia,Laos,1.6242105959633406,1.0483234214782715,1.2744452110480624,3.7902755466741764,0.3072547146791177
77,Guinea-Bissau,Bissau,2.1516941110523415,1.1426868247985844,1.4668654031820172,5.711063213245682,-0.008716942971421782
78,Central African Republic,Bangui,2.497289686501193,1.1322706794738768,1.580281521280684,4.753297466361444,-0.4491533194070556
79,Saudi Arabia,Riyadh,5.5763828007945175,1.7097439289093022,2.361436596818665,14.359323966055557,0.5312496726248748
80,Sweden,Stockholm,11.41989417265109,2.9139938640594485,3.379333391758068,108.04612988530384,-0.2757377644947372
81,Saint Lucia,Castries,0.3984084574776931,0.5184197235107421,0.6311960531227149,1.9776135254159048,0.18525877816422553
82,Iran,Tehran,6.319769385344296,1.847233309745788,2.513915150784588,39.14153321938139,0.29696561899104257
83,Israel,Jerusalem,2.567372916709471,1.3049079704284665,1.6023023799237992,9.393135251164923,0.3078504784063
84,Lithuania,Vilnius,5.890888875084696,1.8063107872009276,2.4271153402928127,18.476342248188054,0.6474084013619895
85,Liechtenstein,Vaduz,5.576358309647752,1.6465399246197194,2.3614314111673353,112.27795455713039,0.13812081767422701
86,Vietnam,Hanoi,20.2402469032239,3.234100971221924,4.498916192064917,16.721135368449172,-0.18553980666236525
87,Belarus,Minsk,23.66176230484772,3.698326683044434,4.864335751656923,29.509485379001244,0.4183508844267988
88,Benin,Porto-Novo,1.4823269247123736,0.9070772361755367,1.217508490612026,3.39650404819625,-0.393852158924634
89,Kyrghyzstan,Bishkek,10.745865856605668,2.654224666953087,3.278088750568793,96.32035978564117,0.653349101857613
90,Lebanon,Beirut,2.6471175917617566,1.151603593826294,1.6269964940840398,7.837501112968819,0.14495333572519664
91,Liberia,Monrovia,0.5370653699145984,0.5478025245666505,0.7328474397271225,2.3302252693586554,0.1311027828594099
92,Mali,Bamako,1.8246594772833344,0.9786709213256835,1.35079956961917,5.070127898500836,0.5932977499521709
93,Kiribati,Tarawa,0.15883834871900038,0.31705287933349596,0.39854529067472416,1.1216874388440015,-1.0495270802451677
94,Kazakhstan,Astana,8.310365731274539,2.37975031375885,2.8827704957687037,17.206093675252852,0.7623137854433029
95,Bulgaria,Sofia,5.8920058537400015,1.991523649096489,2.4273454335425773,86.12252169474053,0.5015592455093213
96,Uruguay,Montevideo,6.4454507282091935,1.9099820327758787,2.538789224848962,9.76762689051982,0.13160712474151226
97,Mauritania,Nouakchott,8.21816015099288,2.748137607574463,2.866733358893512,14.950476596234774,-3.716574925960103
98,Mauritius,Port Louis,1.2176899167066506,0.7293097877502438,1.103489880654395,2.549504319701738,-0.11909743287073815
99,Malaysia,Kuala Lumpur,1.649760338986307,1.0323851394653327,1.2844299665557117,3.2247103220255187,0.015303605714272916
100,Denmark,Copenhagen,5.9740012730259915,2.14903586268425,2.4441770134394916,151.42512415185888,-0.36228657792863417
101,Zimbabwe,Harare,1.1566628355374273,0.8800809860229494,1.0754826058739524,4.511326691734776,0.4492344004869161
102,Tajikistan,Dushanbe,25.100322287350473,3.8192536449432373,5.010022184317198,69.28542731484613,0.3660109901631813
103,Algeria,Algiers,10.75798550607776,2.6201084852218632,3.2799368143422765,28.979687820473515,0.15314124517233485
104,Argentina,Buenos Aires,5.689009032255861,1.7589315986633303,2.3851643616857645,8.19355970437669,0.32075589131922155
105,South Korea,Seoul,11.313012262690245,2.3746980184316637,3.3634821632781473,115.79627506482572,0.2136792921042906
106,Egypt,Cairo,2.9976370229859173,1.1403903198242191,1.7313685404863741,7.596912129533499,0.10864197948679244
107,Sudan,Juba,10.587475796578264,2.4532606887817385,3.2538401614981436,10.986805390467492,0.3832756918859711
108,Djibouti,Djibouti,0.2846951673564543,0.4474818992614747,0.5335683342894838,1.8043015567369314,0.20359418880633773
109,Swaziland,Mbabane,3.3826860698176224,1.494613513946533,1.839208000694218,7.005212663560065,-0.04163575387574103
110,Sudan,Khartoum,6.068766789400616,1.7929245758056644,2.4634867138672814,7.343099613728215,0.3232015847883888
111,Seychelles Islands,Victoria,1.889804279638731,0.9541241836547849,1.3747015238366223,3.3980524210924443,-0.10226412145918196
112,Somalia,Mogadishu,0.5858712812312443,0.6019612121582032,0.7654222894789806,2.173150370224849,0.10262870958262449
113,Montenegro,Podgorica,6.451164609475276,1.6938968014717102,2.5399142917577504,45.74500134880298,0.31021845987556484
114,North Korea,Pyongyang,11.126975169112331,2.6101315855979923,3.335712093258699,67.55931141594954,0.0829371979855128
115,Norway,Oslo,60.65827933131493,6.826221853494644,7.788342527862711,155.4520635347798,-0.23296014527867515
116,Pakistan,Islamabad,15.48702249606293,2.3546465110778803,3.9353554472325536,15.545204994268587,-0.5098279543516249
117,Romania,Bucharest,12.448709070856063,3.0179042142629617,3.528272816953936,119.13503027518382,0.3747540659837939
118,Qatar,Doha,3.649501016335175,1.3641145896911617,1.9103667229972299,7.041620600877121,-0.015188465975458643
119,Saint Kitts and Nevis,Basseterre,0.8617809640984122,0.767283000946045,0.9283215844191129,3.0485269224119462,-1.6639287916488832
