city_index,country,location_name,MAE,RMSE,SMAPE_%,R2
0,Afghanistan,Kabul,4.29303058067157,5.667438256543564,60.737427809130814,0.1712552362677887
1,Thailand,Nan,5.937161293792112,6.6877552664476365,19.740209865038352,-2.496956255191407
2,Vatican City,Vatican City,3.44891482641592,4.242120324859168,39.43057237650435,-0.49520489379182697
3,Japan,Tokyo,3.110378230217914,3.85482239252663,25.417003885517936,0.40409328113542464
4,Jordan,Amman,2.5944206588099403,3.3801576137290663,23.962383835357706,-0.12441524115983138
5,Iraq,Baghdad,5.852390425978908,6.75721252581337,47.17667168874408,-1.046512253435258
6,Burundi,Bujumbura,1.5731936293526545,1.877903977060113,6.860757891805077,-0.8740996766027329
7,Ukraine,Kyiv,13.110593403723339,15.265703568934653,149.05465876275977,-2.1007535339381493
8,Uzbekistan,Tashkent,5.151255391954777,5.950159991748281,54.03343017369464,0.26650377353643384
9,Malta,Valletta,6.60434454398297,8.203177116476319,71.72381763433035,-12.482208272690823
10,Ghana,Accra,1.6680860034825222,1.9775104952856941,6.37486624508912,-1.9298220543230338
11,Poland,Warsaw,12.051225013869702,13.361236516594873,145.2522314222483,-2.811138492729586
12,Fiji Islands,Suva,1.7940816664066148,2.0618594959723033,6.5495759062995225,-0.3042565268227735
13,Equatorial Guinea,Malabo,1.3351709989693479,1.6371816308262424,5.268373601472866,-1.6747574008027928
14,Eritrea,Asmara,2.7717750240735137,3.4528984126982625,16.84737697326123,-1.1483315368411247
15,Chad,N'djamena,11.8814170493937,14.421375509106683,71.14897014357396,-11.226519006703374
16,Senegal,Dakar,9.318415801122486,10.512353983785928,67.3810478707539,-66.19770725527552
17,Marshall Islands,Majuro,1.4389448436568508,1.6601252107198887,5.100117481849108,-1.4699664327271869
18,Malawi,Lilongwe,2.458738054564274,2.9542744426267924,11.513001235058743,-2.988453555994192
19,Mozambique,Maputo,2.481418237171514,2.9829953326951397,9.868393447445447,-0.8746852767746813
20,United Arab Emirates,Abu Dhabi,4.744724891361739,5.773703487542562,22.163422565772372,-4.166088305770216
21,Vanuatu,Port Vila,1.5298370864960356,1.9021755278804418,5.3788059885049035,-0.6116886934441255
22,Italy,Rome,3.7130325687009402,4.487388629100806,41.66872877151609,-0.6665153567562487
23,Kenya,Nairobi,1.2258841129266482,1.5670533627128942,6.203818042598109,-0.38871726519548533
