city_index,country,location_name,MSE,MAE,RMSE,SMAPE_%,R2
0,Afghanistan,Kabul,1.7288043665162263,1.1751594972610473,1.3148400535868332,16.39843789671231,0.881772079310162
1,Thailand,Nan,0.9512208572582677,0.7221513175964356,0.9753055199568327,2.131086282013788,0.8959430601753408
2,Vatican City,Vatican City,0.3873465426300027,0.5057378959655762,0.6223717077679565,5.7738310118468865,0.37602953934121897
3,Japan,Tokyo,1.1365571016665854,0.92833984375,1.0660943211867258,7.558128149395815,0.9019110200315809
4,Jordan,Amman,1.0280475385861336,0.9001758098602295,1.0139267915318806,8.284039328641896,0.47922019070306243
5,Iraq,Baghdad,0.3597780471113492,0.48430685997009276,0.5998150107419363,3.520670226095797,0.9684542910180371
6,Burundi,Bujumbura,0.22737652894025814,0.4097773551940918,0.4768401503022351,1.7970195167594103,0.1592019864928348
7,Ukraine,Kyiv,2.8844927688547806,1.4595057211630047,1.6983794537307557,44.5019091188249,0.9216915983360503
8,Uzbekistan,Tashkent,1.3738920713632115,0.7546614265441894,1.1721314223939274,4.9919242897109175,0.9623463847160156
9,Malta,Valletta,0.29855603017810606,0.43112067222595213,0.5464028094529768,3.138461901914502,-1.484985275267353
10,Ghana,Accra,0.6858775622776375,0.7628074073791504,0.8281772529341997,2.876071361806474,-6.078101624427021
11,Poland,Warsaw,0.8990680909677081,0.7714066488295793,0.9481920116557132,37.051807339806444,0.9370088260989269
12,Fiji Islands,Suva,0.3811675551729422,0.5577481842041015,0.6173876862822437,2.0153083875779014,-1.1362683057552778
13,Equatorial Guinea,Malabo,0.12423942171735688,0.29664459228515627,0.3524761292872992,1.1549040997554976,-3.680152604799866
14,Eritrea,Asmara,0.5709460920673518,0.6454399299621582,0.7556097485258855,3.686572692387148,0.1951862822817364
15,Chad,N'djamena,6.746550901748014,2.2407374000549316,2.5974123472694925,9.445682297097813,0.4152563359960607
16,Senegal,Dakar,3.9673493249926834,1.9321911239624023,1.9918206056250858,9.357996893250592,-26.040631057527605
17,Marshall Islands,Majuro,0.13282805068909512,0.30486268997192384,0.3644558281727638,1.063841482662822,-29.711490951257126
18,Malawi,Lilongwe,0.4967186292711267,0.6410942840576171,0.7047826823008115,2.9948301760689584,0.05912278196949394
19,Mozambique,Maputo,4.259851711132033,1.9582900428771972,2.0639408206467627,7.875636877631799,-7.233119675871993
20,United Arab Emirates,Abu Dhabi,1.4619065414183934,1.0429595375061036,1.2090932724229315,4.301337130400964,-2.058437439970596
21,Vanuatu,Port Vila,0.045151946274090735,0.17125093460083007,0.21248987334480374,0.6006038097883961,0.37408250350155003
22,Italy,Rome,0.2747880087420845,0.4225675392150879,0.5242022593828497,4.846968753684137,0.5950774025134932
23,Kenya,Nairobi,0.13160756029854384,0.30171247482299807,0.36277756311346465,1.5709188039630575,0.7608438567277107
