model,group,horizon,forecast_steps,MSE,MAE,RMSE,SMAPE_%,R2
NBEATS_STL30_Trend,all_cities,600_to_700,100,1.3402405166351024,0.8302071651298256,1.1576875729812004,14.440986158309933,0.9874301392868594
