model,group,horizon,forecast_steps,MSE,MAE,RMSE,SMAPE_%,R2
NBEATS_STL30_Trend,train_cities,600_to_700,100,0.9683481936455764,0.716887247699056,0.9840468452495422,13.287154037819516,0.990915499712816
