last_updated,raw,weekly_gaussian,monthly_gaussian,yearly_gaussian
2025-05-26,22.0,22.451325898124164,23.97106485737595,24.074811270046244
2025-05-27,23.1,23.003712141729523,24.11861412112255,24.142313506114185
2025-05-28,24.3,23.582825356410503,24.30139165792625,24.209219442202496
2025-05-29,23.0,24.055522612176365,24.52758749899417,24.27550325483128
2025-05-30,25.4,24.5895941853897,24.80199464578272,24.34114985277311
2025-05-31,25.0,24.948441997048906,25.12563770599786,24.40613240304065
2025-06-01,25.1,25.004408856539506,25.49561511696033,24.47042229754414
2025-06-02,25.1,24.906573460069247,25.905025002322365,24.5339855730131
2025-06-03,24.2,24.95930440232986,26.34321305018413,24.596800584780492
2025-06-04,25.2,25.58409060387335,26.796367825956178,24.658837922094385
2025-06-05,26.2,26.92766830999198,27.248367485353704,24.720100058040526
2025-06-06,29.3,28.662593927900673,27.682051640992686,24.78054553260757
2025-06-07,30.3,30.16782336660932,28.08106888281194,24.84014253286148
2025-06-08,32.2,30.891210263995898,28.431306093059924,24.898876291365465
2025-06-09,31.1,30.573162603488402,28.72254951644424,24.95670328411665
2025-06-10,29.2,29.683212719914913,28.949218756898325,25.013614488626853
2025-06-11,28.3,29.098597643121543,29.111037242446955,25.06958344473822
2025-06-12,29.1,29.198907529320927,29.212589608214046,25.124601600731683
2025-06-13,29.4,29.748816222304015,29.262724575168757,25.178644833584517
2025-06-14,31.2,30.245769767413172,29.273711351634503,25.231683386874938
2025-06-15,30.3,30.232141868571404,29.26001066303322,25.28369045062489
2025-06-16,30.3,29.663369851374608,29.23691699892286,25.33465334831456
2025-06-17,28.2,28.838323973077433,29.21933213922874,25.384542245420597
2025-06-18,28.3,28.091596792672675,29.220443658602584,25.433341575974268
2025-06-19,27.4,27.554310427571153,29.250336090576543,25.481035783836994
2025-06-20,26.3,27.546288253105228,29.3151008801139,25.52759919456611
2025-06-21,28.2,28.31828835239302,29.416612890662474,25.573020471799698
2025-06-22,30.1,29.351617152413468,29.55258360958341,25.61727244056568
