city_index,country,location_name,MSE,MAE,RMSE,SMAPE_%,R2
0,Afghanistan,Kabul,1.5689405667893594,1.1756682395935059,1.2525735773954996,26.354555376606136,-30.85278272060141
1,Thailand,Nan,0.07598728883731383,0.23968420028686524,0.27565791996116096,0.8446684554195878,0.5938518760757454
2,Vatican City,Vatican City,0.14926954402526463,0.2946769714355469,0.38635416915734794,3.773244319193323,-0.675611561825554
3,Japan,Tokyo,2.207822085369753,1.4614115715026856,1.4858741822138755,14.88665213185726,-241.27080774021877
4,Jordan,Amman,1.0778486160164449,0.9715121746063232,1.0381948834474406,10.146134293771878,-5.845256652923964
5,Iraq,Baghdad,0.9513953734221104,0.9244882583618164,0.9753949832873401,8.267708692876315,-2.080132593310685
6,Burundi,Bujumbura,0.4902373889430237,0.689138126373291,0.7001695429987109,2.978589810452352,-489.31536979052294
7,Ukraine,Kyiv,0.8416235089735551,0.7098758459091187,0.9174004082043756,9.632694685069096,-0.693946369972755
8,Uzbekistan,Tashkent,0.21654939835128745,0.36614859104156494,0.46534868469921287,5.571609528894099,-0.3181318615903068
9,Malta,Valletta,0.8148225322873259,0.8170365333557129,0.9026752086367089,6.168764420194194,-170.80884677584191
10,Ghana,Accra,0.3037866338878302,0.49396753311157227,0.5511684260621523,1.8875724376485221,-12.161824080520804
11,Poland,Warsaw,0.40655107808740354,0.5423627853393554,0.6376135805387174,12.868307141715022,-2.510675121973541
12,Fiji Islands,Suva,0.4295280295633347,0.6157654762268067,0.6553838795418565,2.2259736397821634,-7.841130059251006
13,Equatorial Guinea,Malabo,0.032587881627114255,0.1397380828857422,0.1805211390034814,0.5479713231794524,-258.66555216276356
14,Eritrea,Asmara,1.3973934379553612,1.0859633445739747,1.1821139699518661,6.213808511995477,-7.432441491409989
15,Chad,N'djamena,1.224209295583023,1.0564703941345215,1.1064399195541632,5.128889276414535,-279.41171517462993
16,Senegal,Dakar,6.03806289454842,2.4521966934204102,2.457247015370742,11.935808610231618,-345.1238980004771
17,Marshall Islands,Majuro,0.2061562372951812,0.44257612228393556,0.4540443120392339,1.553856275553864,-39.8224563442479
18,Malawi,Lilongwe,0.6052514564167722,0.765984058380127,0.7779790848196192,3.419968687093606,-21.378991597337183
19,Mozambique,Maputo,1.6743174565148364,1.1854181289672852,1.2939541941331758,4.748847567894026,-11.56939970250033
20,United Arab Emirates,Abu Dhabi,0.7187958437918496,0.7870879173278809,0.8478182846529376,3.4528242106512015,-61.53773818938637
21,Vanuatu,Port Vila,0.05552646915111836,0.18778486251831056,0.2356405507359002,0.6546519374071679,-69.61491411347691
22,Italy,Rome,0.5459892412542331,0.6689039707183838,0.7389108479743907,8.480490534677928,-6.270328314741247
