model,group,horizon,forecast_steps,MSE,MAE,RMSE,SMAPE_%,R2
NBEATS_STL30_Trend,all_cities,600_to_620,20,1.0743646452635698,0.7397173995997726,1.0365156271198084,17.141320610145673,0.9918322068942829
